Mode,Route Type,Route Num,Route Name,RPTP Level of Service,Area,month,passengers
Bus,Commuter,24R,New Lynn To City Centre Via Sandingham Rd,Frequent,Central,2025-11-01,59463.0
Bus,Commuter,252,Lynfield To Civic Centre Via Dominion Rd,Peak,Central,2025-11-01,6459.0
Bus,Commuter,253,Blockhouse Bay To Civic Centre Via Dominion Rd,Peak,Central,2025-11-01,6318.0
Bus,Commuter,25B,Blockhouse Bay To City Centre Via Dominion Rd,Frequent,Central,2025-11-01,99131.0
Bus,Commuter,25L,Lynfield To City Centre Via Dominion Rd,Frequent,Central,2025-11-01,96809.0
Bus,Commuter,27H,Waikowhai To Britomart Via Hillsborough Rd And Mt Eden Rd,Frequent,Central,2025-11-01,73071.0
Bus,Commuter,27T,Three Kings To Britomart Via Mt Eden Rd,Peak,Central,2025-11-01,6350.0
Bus,Commuter,27W,Waikowhai To Britomart Via Mt Eden Rd,Frequent,Central,2025-11-01,81251.0
Bus,Commuter,295,Ellerslie Station To City Centre Via Royal Oak,Connector,Central,2025-11-01,28041.0
Bus,Commuter,298,Onehunga To Sylvia Park Via Ellerslie,Local,Central,2025-11-01,20174.0
Bus,Commuter,30,Onehunga To City Centre Via Manukau Rd,Frequent,Central,2025-11-01,131984.0
Bus,Commuter,309,Mangere Town Centre To City Centre,Connector,South,2025-11-01,49824.0
Bus,Commuter,309X,Mangere Town Centre To City Centre (Express),Peak,South,2025-11-01,1454.0
Bus,Commuter,31,Mangere Town Centre To Botany Town Centre Via Otara,Frequent,South,2025-11-01,43293.0
Bus,Commuter,311,Otahuhu Station to Otahuhu Station via Mangere Bridge,Connector,South,2025-11-01,2089.0
Bus,Commuter,313,Mangere To Manukau Bus Station Via Papatoetoe,Connector,South,2025-11-01,9142.0
Bus,Commuter,314,Ormiston To Middlemore Station Via Otara,Connector,South,2025-11-01,18329.0
Bus,Commuter,32,Mangere Town Centre To Sylvia Park Via Otahuhu,Frequent,South,2025-11-01,35797.0
Bus,Commuter,321,Middlemore Station To Britomart Via Greenlane Hospital,Local,Central,2025-11-01,22552.0
Bus,Commuter,323,Otahuhu Station To Panmure Via Panama Rd,Connector,Central,2025-11-01,19169.0
Bus,Commuter,324,Mangere Town Centre To Seaside Park Via Otahuhu,Local,South,2025-11-01,9347.0
Bus,Commuter,325,Mangere Town Ctr To Manukau Station Via Otahuhu & Otara,Connector,South,2025-11-01,39332.0
Bus,Commuter,326,Mangere Town Centre To Otahuhu Station Via Tidal Road,Local,South,2025-11-01,3035.0
Bus,Commuter,33,Papakura Interchange To Otahuhu Station Via Great South Rd,Frequent,South,2025-11-01,82899.0
Bus,Commuter,35,Ormiston To Botany Via Chapel Rd,Frequent,South,2025-11-01,44916.0
Bus,Commuter,351,Botany To Otahuhu Station Via Highbrook,Weekday Connector,South,2025-11-01,6661.0
Bus,Commuter,352,Manukau Bus Station To Panmure Via East Tamaki,Peak,South,2025-11-01,8536.0
Bus,Commuter,353,Manukau Bus Station To Botany Town Centre Via Preston Rd,Connector,South,2025-11-01,8368.0
Bus,Commuter,355,Ormiston To Botany Via Mission Heights,Connector,South,2025-11-01,30348.0
Bus,Commuter,36,Manukau to Onehunga via Mangere Town Centre,Frequent,South,2025-11-01,39936.0
Bus,Commuter,361,Manurewa Interchange To Otara / Mit Via Mahia Rd,Connector,South,2025-11-01,29356.0
Bus,Commuter,362,Weymouth To Manukau Bus Station Via Great South Rd,Connector,South,2025-11-01,21133.0
Bus,Commuter,363,Manurewa Interchange To Wattle Downs Loop,Local,South,2025-11-01,4356.0
Bus,Commuter,365,Papakura Interchange To Manukau Bus Station Via Porchester,Connector,South,2025-11-01,25206.0
Bus,Commuter,366,Manurewa Interchange To Manukau Bus Station Via The Gardens,Connector,South,2025-11-01,15767.0
Bus,Commuter,372,Papakura Shops To Keri Hill Loop,Connector,South,2025-11-01,7331.0
Bus,Commuter,373,Red Hill To Papakura Shops,Local,South,2025-11-01,2968.0
Bus,Commuter,376,Papakura Shops To Auranga Dr Via Drury,Connector,South,2025-11-01,5198.0
Bus,Commuter,377,Pahurehure To Papakura Interchange,Connector,South,2025-11-01,4031.0
Bus,Commuter,378,Papakura Shops To Karaka Harbourside Loop And Karaka Lakes,Connector,South,2025-11-01,2520.0
Bus,Commuter,38,Airport To Onehunga Via Mangere Town Centre,Frequent,South,2025-11-01,27855.0
Bus,Commuter,391,Pukekohe Northeast Loop,Connector,South,2025-11-01,2858.0
Bus,Commuter,392,Pukekohe Northwest Loop,Connector,South,2025-11-01,5839.0
Bus,Commuter,393,Pukekohe South Loop,Connector,South,2025-11-01,2559.0
Bus,Commuter,394,Pukekohe Station To Papakura Station Via Paerata Rise,Connector,South,2025-11-01,3545.0
Bus,Commuter,395,Waiuku To Papakura Interchange,Peak,South,2025-11-01,367.0
Bus,Commuter,396,Waiuku To Pukekohe Interchange Via Kitchener Rd And Patumaho,Rural Township,South,2025-11-01,1291.0
Bus,Commuter,399,Port Waikato To Pukekohe Interchange Via Tuakau,Rural Township,South,2025-11-01,65.0
Bus,Commuter,501,Kennedy Point to Matiatia Wharf,Local,Waiheke Island,2025-11-01,7014.0
Bus,Commuter,502,Rocky Bay to Matiatia Wharf,Connector,Waiheke Island,2025-11-01,24606.0
Bus,Commuter,503,Matiatia Wharf To Oneroa,Local,Waiheke Island,2025-11-01,1635.0
Bus,Commuter,50A,Onetangi (Seventh Ave) To Matiatia Wharf,Frequent,Waiheke Island,2025-11-01,30783.0
Bus,Commuter,50B,Onetangi (Fourth Ave) to Matiatia Wharf,Frequent,Waiheke Island,2025-11-01,22911.0
Bus,Commuter,64,Newmarket To Kingsland Via Mt Eden And Valley Rd,Frequent,Central,2025-11-01,52285.0
Bus,Commuter,65,Pt Chevalier To Glen Innes,Frequent,Central,2025-11-01,67258.0
Bus,Commuter,66,Pt Chevalier Beach To Sylvia Park Via Mt Albert Rd,Frequent,Central,2025-11-01,70956.0
Bus,Commuter,67A,New Lynn To Otahuhu Via Onehunga,Frequent,Central,2025-11-01,38176.0
Bus,Commuter,67B,New Lynn To Onehunga Only,Frequent,Central,2025-11-01,11187.0
Bus,Commuter,68,New Lynn To Onehunga Station,Frequent,Central,2025-11-01,44832.0
Bus,Commuter,70,Botany To Britomart Via Panmure,Frequent,East,2025-11-01,274326.0
Bus,Commuter,70H,Britomart To Howick And Botany Via Ellerslie And Panmure,Night,East,2025-11-01,252.0
Bus,Commuter,711,Howick To Panmure Via Cascades Road,Local,East,2025-11-01,11503.0
Bus,Commuter,712,Bucklands Beach To Panmure,Connector,East,2025-11-01,26394.0
Bus,Commuter,72C,"Botany And Howick To Panmure Via Chapel Rd, Cook St, And Pak",Frequent,East,2025-11-01,39183.0
Bus,Commuter,72M,"Botany and Howick to Panmure via Millhouse Dr, Meadowland Dr",Frequent,East,2025-11-01,35293.0
Bus,Commuter,72X,Botany And Howick To Britomart Express Via Panmure And Motor,Peak,East,2025-11-01,27919.0
Bus,Commuter,733,Botany To The Parade Via Highland Park,Local,East,2025-11-01,14272.0
Bus,Commuter,734,Botany To Half Moon Bay Via Highland Park,Local,East,2025-11-01,10550.0
Bus,Commuter,735,Botany To Half Moon Bay Via Cockle Bay And Howick,Local,East,2025-11-01,14184.0
Bus,Commuter,738,Maraetai to Pine Harbour via Beachlands,Local,East,2025-11-01,1706.0
Bus,Commuter,739,Maraetai And Beachlands To Botany Via Whitford And Ormiston,Local,East,2025-11-01,8920.0
Bus,Commuter,74,Onehunga To Glen Innes Via Panmure,Frequent,Central,2025-11-01,49207.0
Bus,Commuter,744,Panmure To St Heliers Via Glen Innes,Connector,Central,2025-11-01,14254.0
Bus,Commuter,747,Panmure To Glen Innes Via Stonefields,Connector,Central,2025-11-01,10678.0
Bus,Commuter,75,Glen Innes To Wynyard Quarter Via Remuera Rd,Frequent,Central,2025-11-01,134856.0
Bus,Commuter,751,Panmure To Newmarket Via Marua Rd And Remuera Rd,Local,Central,2025-11-01,10284.0
Bus,Commuter,755,Benson Rd To Britomart Via Portland Rd,Connector,Central,2025-11-01,22270.0
Bus,Commuter,76,Glen Innes To Britomart Via Orakei,Frequent,Central,2025-11-01,54457.0
Bus,Commuter,774,West Tamaki Rd To Britomart Via Long Dr And Tamaki Dr,Peak,Central,2025-11-01,6548.0
Bus,Commuter,775,Glendowie To Britomart Via Tamaki Dr,Peak,Central,2025-11-01,9348.0
Bus,Commuter,781,Mission Bay To Museum Via Orakei,Connector,Central,2025-11-01,19076.0
Bus,Commuter,782,Sylvia Park To Mission Bay Via Ellerslie And Meadowbank,Local,Central,2025-11-01,16285.0
Bus,Commuter,783,Eastern Bays Circuit Clockwise,Local,Central,2025-11-01,3559.0
Bus,Commuter,801,Bayswater Wharf To Akoranga Station Via Takapuna,Connector,North,2025-11-01,17917.0
Bus,Commuter,802,Bayswater To City (Mayoral Dr),Peak,North,2025-11-01,5686.0
Bus,Commuter,805,Devonport Wharf To Belmont Shops Via Ngataringa Rd,Local,North,2025-11-01,679.0
Bus,Commuter,806,Devonport Wharf To Stanley Pt Loop,Connector,North,2025-11-01,3963.0
Bus,Commuter,807,Devonport Wharf To Cheltenham Loop,Connector,North,2025-11-01,3616.0
Bus,Commuter,814,Devonport Wharf To Akoranga Station Via Takapuna,Connector,North,2025-11-01,50015.0
Bus,Commuter,82,Milford To Mayoral Dr Via Takapuna,Frequent,North,2025-11-01,50948.0
Bus,Commuter,83,Massey University To Takapuna Via Browns Bay,Frequent,North,2025-11-01,94691.0
Bus,Commuter,842,Crown Hill To Smales Farm Station Via East Coast Rd,Peak,North,2025-11-01,4578.0
Bus,Commuter,843,Constellation Station To Akoranga Station Via Takapuna,Connector,North,2025-11-01,16381.0
Bus,Commuter,845,Milford To Takapuna Via North Shore Hospital,Local,North,2025-11-01,5374.0
Bus,Commuter,856,Albany Station To Takapuna Via Beach Rd And Milford,Connector,North,2025-11-01,46154.0
Bus,Commuter,861,Long Bay To Constellation Station Via Bush Rd,Connector,North,2025-11-01,39476.0
Bus,Commuter,865,Browns Bay To Albany Station Via Oaktree Ave,Connector,North,2025-11-01,10738.0
Bus,Commuter,866,Albany Stn To Newmarket Via Ponsonby And Auckland Hospital,Weekday Connector,North,2025-11-01,43630.0
Bus,Commuter,871,Constellation Station To Takapuna Via Forrest Hill Rd,Connector,North,2025-11-01,33202.0
Bus,Commuter,878,Browns Bay To Constellation Station Via and East Coast Rd,Connector,North,2025-11-01,26159.0
Bus,Commuter,883,Schnapper Rock To Constellation Station,Connector,North,2025-11-01,8259.0
Bus,Commuter,884,Constellation Station To NHIE Loop Anticlockwise,Weekday Connector,North,2025-11-01,4399.0
Bus,Commuter,885,Constellation Station To NHIE Loop Clockwise,Weekday Connector,North,2025-11-01,4178.0
Bus,Commuter,888,Albany Heights Loop,Connector,North,2025-11-01,4948.0
Bus,Commuter,889,Albany Station To Constellation Station Via Hugh Green Dr,Connector,North,2025-11-01,10908.0
Bus,Commuter,901,Smales Farm To Constellation Station Via Wairau Rd,Connector,North,2025-11-01,19262.0
Bus,Commuter,902,Kyle Road To Constellation Station,Connector,North,2025-11-01,6222.0
Bus,Commuter,906,Constellation To Smales Farm Via Windy Ridge And Archers Rd,Local,North,2025-11-01,22022.0
Bus,Commuter,907,Campbells Bay To Constellation Station Via Sunnynook Station,Local,North,2025-11-01,9054.0
Bus,Commuter,917,Birkenhead Wharf To Albany Station Via Glenfield Rd,Connector,North,2025-11-01,37023.0
Bus,Commuter,923,Akoranga Station To City (Mayoral Dr) Via Hillcrest,Connector,North,2025-11-01,28795.0
Bus,Commuter,924,Hillcrest To City (Mayoral Dr),Peak,North,2025-11-01,7297.0
Bus,Commuter,926,Glenfield To Akoranga Station Via Hillcrest West,Connector,North,2025-11-01,18381.0
Bus,Commuter,928,Northcote Point To Smales Farm Stn Via North Shore Hospital,Local,North,2025-11-01,3860.0
Bus,Commuter,931,Chatswood To University Of Auckland Via Customs St,Local,North,2025-11-01,10604.0
Bus,Commuter,933,Beach Haven Wharf To University Of Auckland Via Customs St,Local,North,2025-11-01,21528.0
Bus,Commuter,939,Windy Ridge To University of Auckland Via Customs St,Peak,North,2025-11-01,7203.0
Bus,Commuter,94,Beach Haven To Takapuna via Highbury And Northcote Shops,Frequent,North,2025-11-01,59185.0
Bus,Commuter,941,Beach Haven To Takapuna Via Glenfield And Smales Farm Stn,Connector,North,2025-11-01,41452.0
Bus,Commuter,95B,Bayview To Britomart (Lower Albert St),Frequent,North,2025-11-01,53169.0
Bus,Commuter,95C,Constellation Station To Britomart (Albert St) Via Glenfield,Frequent,North,2025-11-01,41857.0
Bus,Commuter,966,Beach Haven To Newmarket Via Ponsonby And Auckland Hospital,Weekday Connector,North,2025-11-01,20077.0
Bus,Commuter,97B,Beach Haven to Britomart (Lower Albert St),Frequent,North,2025-11-01,41220.0
Bus,Commuter,97R,Beach Haven to Britomart (Lower Albert St),Frequent,North,2025-11-01,37748.0
Bus,Commuter,981,Waiwera To Hibiscus Coast Station,Connector,North,2025-11-01,17530.0
Bus,Commuter,982,Gulf Harbour To Hibiscus Coast Station,Connector,North,2025-11-01,30308.0
Bus,Commuter,983,Gulf Harbour To Hibiscus Coast Station Via Vipond Rd,Local,North,2025-11-01,18268.0
Bus,Commuter,984,Orewa To Hibiscus Coast Station Via Maygrove,Local,North,2025-11-01,2578.0
Bus,Commuter,985,Orewa To Hibiscus Coast Station Via Millwater,Connector,North,2025-11-01,16567.0
Bus,Commuter,986,Hibiscus Coast Station To Albany Station Via Dariy Flat,Local,North,2025-11-01,2604.0
Bus,Commuter,988,Gulf Harbour Ferry To The Plaza Via Army Bay,Local,North,2025-11-01,1404.0
Bus,Commuter,989,Hibiscus Coast Station To Milldale Loop,Connector,North,2025-11-01,5883.0
Bus,Commuter,995,Warkworth To Hibiscus Coast Station,Rural Township,North,2025-11-01,6215.0
Bus,Commuter,996,Algies Bay To Warkworth Via Snells Beach,Rural Township,North,2025-11-01,1068.0
Bus,Commuter,997,Warkworth To Omaha Via Matakana And Pt Wells,Rural Township,North,2025-11-01,1241.0
Bus,Commuter,998,Wellsford To Warkworth,Rural Township,North,2025-11-01,2196.0
Bus,Commuter,999,Warkworth Loop,Local,North,2025-11-01,1567.0
Bus,Commuter,AIR,Airport Link Via Puhinui Station,Rapid,South,2025-11-01,51442.0
Bus,Commuter,CTY,Wynyard Quarter to Karangahape Rd via Queen St,Frequent,Central,2025-11-01,84600.0
Bus,Commuter,INN,Inner Link Anticlockwise,Frequent,Central,2025-11-01,148006.0
Bus,Commuter,N10,"City To Otara Via Manukau Rd, Onehunga, Mangere, Papatoetoe",Night,South,2025-11-01,28.0
Bus,Commuter,NX1,Albany Station To Britomart (Lower Albert St),Rapid,North,2025-11-01,389183.0
Bus,Commuter,NX2,Hibiscus Coast Station To Auckland Universities,Rapid,North,2025-11-01,196691.0
Bus,Commuter,OUT,St Lukes To Newmarket Via Wellesley St,Frequent,Central,2025-11-01,100176.0
Bus,Commuter,TMK,Glen Innes To Britomart Via St Heliers And Tamaki Dr,Frequent,Central,2025-11-01,63566.0
Bus,Commuter,WX1,Northwest To City Centre Via Motorway,Rapid,West,2025-11-01,93887.0
Bus,,Unknown,Unknown,,Unknown,2025-11-01,5.0
Bus,On Demand,QODTAK,AT Local,On Demand,South,2025-11-01,3625.0
Bus,School,S001,Birkenhead College To Beach Haven,School,North,2025-11-01,278.0
Bus,School,S001E,Onehunga High To Mangere East,School,South,2025-11-01,218.0
Bus,School,S001F,Royal Oak Intermediate To Favona,School,South,2025-11-01,81.0
Bus,School,S001K,Everglades to Manurewa High and Greenmeadows,School,South,2025-11-01,2057.0
Bus,School,S001N,Hobsonville Primary School to Massey West,School,West,2025-11-01,310.0
Bus,School,S002,Hatfields Beach To Orewa Schools,School,North,2025-11-01,252.0
Bus,School,S002A,Birkenhead College And Birkdale Intermediate To Chivalry Rd,School,North,2025-11-01,46.0
Bus,School,S002D,Onehunga High To Favona,School,South,2025-11-01,172.0
Bus,School,S002F,Royal Oak Intermediate To Mangere Bridge,School,South,2025-11-01,261.0
Bus,School,S002M,Clendon to Manurewa and Greenmeadows,School,South,2025-11-01,2774.0
Bus,School,S003,Carmel And Westlake Schools To Chatswood,School,North,2025-11-01,330.0
Bus,School,S003C,Onehunga High To Mangere Bridge,School,South,2025-11-01,455.0
Bus,School,S003D,Royal Oak Intermediate To Mangere,School,South,2025-11-01,335.0
Bus,School,S003G,Flat Bush to Alfriston Sch and Takanini to Alfriston Col,School,South,2025-11-01,1077.0
Bus,School,S004F,Birkenhead College To Highbury,School,North,2025-11-01,52.0
Bus,School,S004G,Weymouth And Wattle Downs To Manurewa High,School,South,2025-11-01,390.0
Bus,School,S005,Arkles Bay/Manly To Orewa College,School,North,2025-11-01,708.0
Bus,School,S005B,Kaurilands To Green Bay High School,School,West,2025-11-01,1891.0
Bus,School,S005C,Onehunga High To Mangere,School,South,2025-11-01,164.0
Bus,School,S006,Gulf Harbour To Orewa College Via Vipond Rd,School,North,2025-11-01,956.0
Bus,School,S006A,Glen Eden To Green Bay High School,School,West,2025-11-01,576.0
Bus,School,S006B,Titirangi To Remuera Schools,School,West,2025-11-01,1694.0
Bus,School,S006C,Beach Haven To Westlake Schools,School,North,2025-11-01,1783.0
Bus,School,S007,Brightside Rd To Orewa College,School,North,2025-11-01,1070.0
Bus,School,S007A,Salisbury Rd To Westlake Schools,School,North,2025-11-01,943.0
Bus,School,S007F,Glengarry Shops To Green Bay High School,School,West,2025-11-01,2597.0
Bus,School,S008,East Coast Rd To Kingsway School,School,North,2025-11-01,1433.0
Bus,School,S008A,Bayview To Westlake Schools,School,North,2025-11-01,911.0
Bus,School,S008C,New Lynn To Blockhouse Bay Intermediate,School,West,2025-11-01,673.0
Bus,School,S009,Glenfield To Westlake Schools,School,North,2025-11-01,467.0
Bus,School,S009A,Torbay To Kingsway School,School,North,2025-11-01,1733.0
Bus,School,S009B,Onewa Rd To Westlake Schools,School,North,2025-11-01,624.0
Bus,School,S009C,Westlake Girls To Verrans Corner,School,North,2025-11-01,156.0
Bus,School,S010,Greenhithe To Kingsway School,School,North,2025-11-01,1331.0
Bus,School,S010A,Westlake Girls To Beach Haven,School,North,2025-11-01,422.0
Bus,School,S010B,Sandringham to Ponsonby Int,School,West,2025-11-01,1544.0
Bus,School,S011,Blockhouse Bay Intermediate To New Lynn Via Green Bay,School,West,2025-11-01,426.0
Bus,School,S011A,Silverdale To Whangaparaoa College,School,Central,2025-11-01,1684.0
Bus,School,S012,Gulf Harbour To Kingsway School,School,North,2025-11-01,1327.0
Bus,School,S012A,Beach Haven To Northcote Schools And Takapuna,School,North,2025-11-01,2077.0
Bus,School,S012B,Spinella Dr To Glenfield Intermediate Primary,School,North,2025-11-01,914.0
Bus,School,S012D,Avondale_College to New Lynn,School,West,2025-11-01,280.0
Bus,School,S012G,Otahuhu Intermediate To Mangere Town Centre,School,South,2025-11-01,172.0
Bus,School,S013,Rangitoto College To Unsworth Heights,School,North,2025-11-01,1727.0
Bus,School,S013A,Stanmore Bay To Kingsway School,School,North,2025-11-01,1345.0
Bus,School,S013D,Glendene To Rutherford College,School,West,2025-11-01,814.0
Bus,School,S014,St Josephs School To Sunnynook,School,North,2025-11-01,832.0
Bus,School,S014A,Manly To KingsWay School,School,North,2025-11-01,966.0
Bus,School,S014D,Rutherford College To View Road,School,West,2025-11-01,292.0
Bus,School,S014H,Beach Haven To Northcote Schools,School,North,2025-11-01,474.0
Bus,School,S014I,Northcote College To Beach Haven,School,North,2025-11-01,350.0
Bus,School,S015,Long Bay Primary To Torbay,School,North,2025-11-01,196.0
Bus,School,S015A,Bayview To Westlake Girls,School,North,2025-11-01,135.0
Bus,School,S015B,Westlake Girls To Bayview,School,North,2025-11-01,505.0
Bus,School,S015C,Glendene to Avondale College,School,West,2025-11-01,908.0
Bus,School,S015E,Northcote College To Wairau Rd,School,North,2025-11-01,312.0
Bus,School,S015G,Westlake Girls To Glenfield Mall,School,North,2025-11-01,303.0
Bus,School,S016,Rothesay Bay Shops To Westlake Schools,School,North,2025-11-01,549.0
Bus,School,S016E,Greenhithe to Albany Junior High School,School,West,2025-11-01,2337.0
Bus,School,S017,Devonport To Westlake Schools,School,North,2025-11-01,820.0
Bus,School,S017A,Bayswater To Westlake Schools,School,North,2025-11-01,329.0
Bus,School,S017B,Hibiscus Coast Station To Whangaparaoa College,School,North,2025-11-01,1027.0
Bus,School,S017F,Greenhithe to Albany High Schools via Upper Harbour Dr,School,West,2025-11-01,2690.0
Bus,School,S018,Orewa To Whangaparaoa College,School,North,2025-11-01,1122.0
Bus,School,S018A,Wairau Valley To Westlake Schools,School,North,2025-11-01,133.0
Bus,School,S019,Army Bay To Whangaparaoa College,School,North,2025-11-01,1545.0
Bus,School,S019A,Whangaparaoa College To Gulf Harbour School,School,North,2025-11-01,724.0
Bus,School,S020,Westlake Schools To Albany Via Albany Hwy,School,North,2025-11-01,329.0
Bus,School,S020A,Gulf Harbour To Whangaparaoa College,School,North,2025-11-01,1709.0
Bus,School,S020I,Beach Haven To Rosmini St Josephs,School,North,2025-11-01,680.0
Bus,School,S020J,Rosmini To Beach Haven,School,North,2025-11-01,472.0
Bus,School,S021,Gulf Harbour To Whangaparaoa College.,School,North,2025-11-01,1881.0
Bus,School,S022,St Josephs School To Takapuna Via Milford And Crown Hill,School,North,2025-11-01,1050.0
Bus,School,S022A,Gulf Harbour To Stella Maris School,School,North,2025-11-01,741.0
Bus,School,S022C,Henderson to Rangeview Intermediate via Glendene,School,West,2025-11-01,954.0
Bus,School,S023,Takapuna To East Coast Bays Schools,School,North,2025-11-01,696.0
Bus,School,S023A,Westlake Schools To Totara Vale,School,North,2025-11-01,320.0
Bus,School,S023B,Birkdale Intermediate To Beach Haven,School,North,2025-11-01,195.0
Bus,School,S024B,Northcross Intermediate To HC Station Via Glamorgan Dr,School,North,2025-11-01,1592.0
Bus,School,S025,Westlake Schools To Torbay,School,North,2025-11-01,521.0
Bus,School,S025A,Wood Bay To Titirangi Schools,School,West,2025-11-01,1159.0
Bus,School,S025B,Birkdale Intermediate To Highbury,School,North,2025-11-01,105.0
Bus,School,S025E,Hatfields Beach To Rangitoto College,School,North,2025-11-01,1163.0
Bus,School,S026,Westlake Girls To Pinehill,School,North,2025-11-01,441.0
Bus,School,S026D,Gulf Harbour To Northcross Intermediate,School,North,2025-11-01,2052.0
Bus,School,S027,Milford To East Coast Bays Schools,School,North,2025-11-01,1557.0
Bus,School,S027E,Stanmore Bay To Long Bay College,School,North,2025-11-01,1716.0
Bus,School,S027H,Carmel College To Beach Haven Via Lake Rd,School,North,2025-11-01,703.0
Bus,School,S028,Sunnynook To East Coast Bays Schools,School,North,2025-11-01,2144.0
Bus,School,S028A,Long Bay College To Northcross Intermediate,School,North,2025-11-01,3703.0
Bus,School,S028E,Whenuapai To North Shore Schools,School,West,2025-11-01,1662.0
Bus,School,S028F,Northcote Intermediate And St Marys Primary To Chatswood,School,North,2025-11-01,853.0
Bus,School,S029,Westlake Schools To Rothesay Bay,School,North,2025-11-01,439.0
Bus,School,S029A,Red Beach To Northcross And Rangitoto College,School,North,2025-11-01,483.0
Bus,School,S029B,Northcross And Rangitoto College To Red Beach,School,North,2025-11-01,990.0
Bus,School,S029E,Northcote Intermediate And St Marys Primary To Maritime Tce,School,North,2025-11-01,912.0
Bus,School,S029G,Massey and West Harbour to North Shore Schools,School,West,2025-11-01,1277.0
Bus,School,S030,Northcote College To Chatswood And Beachhaven,School,North,2025-11-01,249.0
Bus,School,S031,Pinehill To Westlake Schools,School,North,2025-11-01,671.0
Bus,School,S031A,McAuley High To Otara Town Centre,School,South,2025-11-01,66.0
Bus,School,S031B,St Johns Schools To Forrest Hill,School,North,2025-11-01,1600.0
Bus,School,S031C,Otara Town Centre To De La Salle College,School,South,2025-11-01,104.0
Bus,School,S031G,West Harbour and Greenhithe to North Shore Schools,School,West,2025-11-01,957.0
Bus,School,S032,Northcote Intermediate And St Marys Primary To Hillcrest,School,North,2025-11-01,541.0
Bus,School,S032A,Westlake Boys To Browns Bay,School,North,2025-11-01,1105.0
Bus,School,S033,Westlake Boys To Northcross,School,North,2025-11-01,333.0
Bus,School,S033A,Long Bay To Westlake Schools,School,North,2025-11-01,1438.0
Bus,School,S033D,Rosmini College To Verrans Corner,School,North,2025-11-01,297.0
Bus,School,S034,Westlake Boys To Takapuna Via Milford And Crown Hill,School,North,2025-11-01,374.0
Bus,School,S035,St Marys Primary To Beach Haven,School,North,2025-11-01,278.0
Bus,School,S036,St Marys Primary To Bayview,School,North,2025-11-01,22.0
Bus,School,S036A,Westlake Girls To Campbells Bay,School,South,2025-11-01,94.0
Bus,School,S037,Glenfield To Westlake Schools Via Marlborough,School,North,2025-11-01,535.0
Bus,School,S038,Northcote Int To Verrans Corner Via Onewa Rd And Highbury,School,North,2025-11-01,1139.0
Bus,School,S039,Kaukapakapa To Hibiscus Coast Station,School,North,2025-11-01,267.0
Bus,School,S040,Hibiscus Coast Station To Orewa College Via Millwater Pkwy,School,North,2025-11-01,2099.0
Bus,School,S041,Torbay To Westlake Schools,School,North,2025-11-01,1398.0
Bus,School,S041A,Mangere To Otahuhu Schools,School,South,2025-11-01,132.0
Bus,School,S042,Albany To Westlake Schools,School,North,2025-11-01,494.0
Bus,School,S042B,Campbells Bay Primary To Forrest Hill,School,North,2025-11-01,1091.0
Bus,School,S042C,Castor Bay To Campbells Bay Primary,School,North,2025-11-01,377.0
Bus,School,S043,Torbay To Rangitoto College Via Murrays Bay Intermediate,School,North,2025-11-01,652.0
Bus,School,S044,Browns Bay Shops To Rangitoto College Via Murrays Bay Interm,School,North,2025-11-01,631.0
Bus,School,S044A,Westlake Girls To Silverdale,School,North,2025-11-01,210.0
Bus,School,S045,Long Bay College To Windsor Park,School,North,2025-11-01,480.0
Bus,School,S045B,Orewa To Westlake Schools,School,North,2025-11-01,542.0
Bus,School,S045D,Westlake Schools To Silverdale,School,North,2025-11-01,269.0
Bus,School,S046,Carmel College And Westlake Girls To Glenfield,School,North,2025-11-01,301.0
Bus,School,S046B,De La Salle College To Otara,School,South,2025-11-01,152.0
Bus,School,S046D,Orewa To Rosmini College And Westlake Boys,School,North,2025-11-01,804.0
Bus,School,S046G,St Josephs School To Orewa,School,North,2025-11-01,214.0
Bus,School,S046X,St Josephs To Silverdale Express,School,North,2025-11-01,501.0
Bus,School,S047A,Carmel College And Westlake Girls To Gulf Harbour,School,North,2025-11-01,1013.0
Bus,School,S047B,Gulf Harbour To Westlake Girls And Carmel College,School,North,2025-11-01,791.0
Bus,School,S047C,Carmel College And Westlake Girls To Silverdale,School,Central,2025-11-01,455.0
Bus,School,S047D,Silverdale To Westlake Schools,School,North,2025-11-01,616.0
Bus,School,S048,Northcross To East Coast Bays Schools,School,North,2025-11-01,733.0
Bus,School,S049,St Josephs And Rosmini College To Browns Bay,School,North,2025-11-01,399.0
Bus,School,S049A,Kowhai Rd To Long Bay College,School,North,2025-11-01,468.0
Bus,School,S049C,Westlake Boys To Manly,School,North,2025-11-01,613.0
Bus,School,S050,Orewa College To Hibiscus Coast Station Via Bankside Dr,School,North,2025-11-01,785.0
Bus,School,S050A,Hibiscus Coast Station To Orewa College Via Bankside  Rd,School,Central,2025-11-01,1160.0
Bus,School,S050B,West Harbour to Waitakere Schools and Holy Cross School,School,West,2025-11-01,2121.0
Bus,School,S051,Sunnynook To Westlake Schools,School,North,2025-11-01,390.0
Bus,School,S051B,Campbells Bay Primary To Milford,School,Central,2025-11-01,523.0
Bus,School,S052,Westlake Schools To Sunnynook,School,North,2025-11-01,218.0
Bus,School,S052A,Wairau Valley To Westlake Schools Via Sunnynook,School,North,2025-11-01,497.0
Bus,School,S053,Unsworth To Westlake Schools,School,North,2025-11-01,149.0
